Experiment,Condition,Noise Rate,Missingness Type,Missing Rate,Feature Group Blanked,Model,Test Set,mean_AUROC,std_AUROC,mean_AUPRC,std_AUPRC,mean_Brier_Score,std_Brier_Score,n_seeds
Label Noise,10% Noise,0.1,None,0.0,None,Logistic Regression,Generalization Gap (Shifted - In-domain),0.010920707392156817,0.0002882098329291028,0.017117144235543485,0.0011387795394345959,-0.005174487710592267,0.0002293902214424315,3
Label Noise,10% Noise,0.1,None,0.0,None,Logistic Regression,In-domain Test,0.8396510642237246,0.00037129433411805705,0.7658163430861903,0.0013575124441584337,0.16324730546349203,0.00014245308468701514,3
Label Noise,10% Noise,0.1,None,0.0,None,Logistic Regression,Shifted Test,0.8505717716158814,0.00010148660968897557,0.7829334873217338,0.0002535354656171637,0.15807281775289975,9.020317327789677e-05,3
Label Noise,20% Noise,0.2,None,0.0,None,LightGBM,Generalization Gap (Shifted - In-domain),0.007117468115692953,0.0013107227143795757,0.013735596359303806,0.002250430473407846,-0.003128769351069899,0.00037782836183400864,3
Label Noise,20% Noise,0.2,None,0.0,None,LightGBM,In-domain Test,0.9009911734800342,0.0013243981288206027,0.8574308800870248,0.002109261886726857,0.14525073549822656,0.0006161106142827965,3
Label Noise,20% Noise,0.2,None,0.0,None,LightGBM,Shifted Test,0.9081086415957272,0.00039715116859166937,0.8711664764463286,0.0005108451695135362,0.14212196614715666,0.0003206430562233592,3
Label Noise,20% Noise,0.2,None,0.0,None,Logistic Regression,Generalization Gap (Shifted - In-domain),0.010873371960419709,0.0003437326627775745,0.01690614910516619,0.001138979468057476,-0.004277089990624418,0.00017239911613880756,3
Label Noise,20% Noise,0.2,None,0.0,None,Logistic Regression,In-domain Test,0.8382877856375632,0.0001722163239757494,0.7643342523514404,0.0014856284474941586,0.17568119095121984,0.00026387204803885746,3
Label Noise,20% Noise,0.2,None,0.0,None,Logistic Regression,Shifted Test,0.8491611575979828,0.00017923846614421537,0.7812404014566064,0.0006769971222716885,0.17140410096059544,0.00012208138570409598,3
Label Noise,5% Noise,0.05,None,0.0,None,LightGBM,Generalization Gap (Shifted - In-domain),0.007257310657525107,0.0013121889198115253,0.0138349199559105,0.0013193169153880126,-0.004119744335833675,0.0006717400995674242,3
Label Noise,5% Noise,0.05,None,0.0,None,LightGBM,In-domain Test,0.903166283098888,0.0013365099933125779,0.8609849449319947,0.001483035740544707,0.12496039798750326,0.0006729167326478855,3
Label Noise,5% Noise,0.05,None,0.0,None,LightGBM,Shifted Test,0.9104235937564131,4.364564075405898e-05,0.8748198648879053,0.00017588506531138157,0.12084065365166959,3.139931322794712e-05,3
Label Noise,5% Noise,0.05,None,0.0,None,Logistic Regression,Generalization Gap (Shifted - In-domain),0.011001158373156147,0.0004027357096131249,0.01748420202027523,0.0011276088046318598,-0.005487815842710603,0.00021472555671321004,3
Label Noise,5% Noise,0.05,None,0.0,None,Logistic Regression,In-domain Test,0.8410315932060214,0.0003497852674310606,0.7668773259748055,0.0011138174229850886,0.15939879451504124,0.0001910458353261472,3
Label Noise,5% Noise,0.05,None,0.0,None,Logistic Regression,Shifted Test,0.8520327515791776,5.3089097359469044e-05,0.7843615279950807,0.00018617270845875856,0.15391097867233064,3.1781256288037673e-05,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,LightGBM,Generalization Gap (Shifted - In-domain),0.007085683965012561,0.001114673997959275,0.013133700271445928,0.0009650921030174756,-0.00413692474995031,0.0007334767756106782,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,LightGBM,In-domain Test,0.9036812184305224,0.0012126596546952384,0.8619847690467587,0.0011487880028346257,0.12353067778001257,0.0007515109616672394,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,LightGBM,Shifted Test,0.9107669023955349,0.00011652269073755466,0.8751184693182047,0.00025886833264276207,0.11939375303006226,4.7597768448359326e-05,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,Logistic Regression,Generalization Gap (Shifted - In-domain),0.010831273748634499,0.0006254147980520018,0.01836627912407725,0.0008901754536901816,-0.005623259868929485,0.00036361857897105346,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,Logistic Regression,In-domain Test,0.844290538143779,0.0007667513561748884,0.7673059381276629,0.0006897393854725017,0.15641874172150608,0.0004680894122979638,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,Logistic Regression,Shifted Test,0.8551218118924134,0.00015344410519205939,0.7856722172517401,0.00020073930849506314,0.1507954818525766,0.00012724862193575108,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,LightGBM,Generalization Gap (Shifted - In-domain),0.007041817665062992,0.001076340114363734,0.01319669395648256,0.0008135668901369057,-0.0040898682650535685,0.0007240047327701878,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,LightGBM,In-domain Test,0.9036697241311556,0.0011704111240622133,0.8619135549130519,0.0010369518339725095,0.12352103183175456,0.0007511537431825665,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,LightGBM,Shifted Test,0.9107115417962186,9.549348445846845e-05,0.8751102488695345,0.00030098673289229876,0.11943116356670098,2.956033927090198e-05,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,Logistic Regression,Generalization Gap (Shifted - In-domain),0.010947563623958656,0.0006436140135930412,0.018261915519233247,0.0009640480178448289,-0.0057343624832809454,0.0003457907556193481,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,Logistic Regression,In-domain Test,0.8441935696359204,0.0007810590126344967,0.7683305328102102,0.0007592872668331845,0.1565533957864306,0.0004551118023378944,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,Logistic Regression,Shifted Test,0.855141133259879,0.00015011149945113033,0.7865924483294435,0.00020960224868948158,0.15081903330314964,0.0001310502854805705,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,LightGBM,Generalization Gap (Shifted - In-domain),0.0069612225303882225,0.001156416548599413,0.013104057630918153,0.0008758653093856001,-0.004063564781088015,0.000717219038009965,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,LightGBM,In-domain Test,0.9037327727830572,0.0012641743814188833,0.861932161055428,0.0011921614850624997,0.12351080342287224,0.0007646007604468953,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,LightGBM,Shifted Test,0.9106939953134455,0.00011148805183399367,0.8750362186863462,0.0003192637860718235,0.1194472386417842,4.786655562279435e-05,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,Logistic Regression,Generalization Gap (Shifted - In-domain),0.011085632221627506,0.0006293336705247417,0.018136903685201305,0.0010438062248689006,-0.00587122727869932,0.00032341606509957214,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,Logistic Regression,In-domain Test,0.8439930246777085,0.0007751429101210244,0.7692973548899777,0.0008854200046722124,0.15679272502101918,0.00043481221695258683,3
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,Logistic Regression,Shifted Test,0.855078656899336,0.00016284932814699765,0.7874342585751789,0.00016133380126793974,0.15092149774231986,0.00012934139909082516,3
Missingness,MCAR,0.0,MCAR,0.0,None,LightGBM,Generalization Gap (Shifted - In-domain),0.007085683965012561,0.001114673997959275,0.013133700271445928,0.0009650921030174756,-0.00413692474995031,0.0007334767756106782,3
Missingness,MCAR,0.0,MCAR,0.0,None,LightGBM,In-domain Test,0.9036812184305224,0.0012126596546952384,0.8619847690467587,0.0011487880028346257,0.12353067778001257,0.0007515109616672394,3
Missingness,MCAR,0.0,MCAR,0.0,None,LightGBM,Shifted Test,0.9107669023955349,0.00011652269073755466,0.8751184693182047,0.00025886833264276207,0.11939375303006226,4.7597768448359326e-05,3
Missingness,MCAR,0.0,MCAR,0.0,None,Logistic Regression,Generalization Gap (Shifted - In-domain),0.010831273748634499,0.0006254147980520018,0.01836627912407725,0.0008901754536901816,-0.005623259868929485,0.00036361857897105346,3
Missingness,MCAR,0.0,MCAR,0.0,None,Logistic Regression,In-domain Test,0.844290538143779,0.0007667513561748884,0.7673059381276629,0.0006897393854725017,0.15641874172150608,0.0004680894122979638,3
Missingness,MCAR,0.0,MCAR,0.0,None,Logistic Regression,Shifted Test,0.8551218118924134,0.00015344410519205939,0.7856722172517401,0.00020073930849506314,0.1507954818525766,0.00012724862193575108,3
Missingness,MCAR,0.0,MCAR,0.1,None,LightGBM,Generalization Gap (Shifted - In-domain),0.006759162352949155,0.001297018109003064,0.012799728281236619,0.0010443039773592021,-0.0038847432840316137,0.0008949908253739025,3
Missingness,MCAR,0.0,MCAR,0.1,None,LightGBM,In-domain Test,0.9028391040117697,0.0013790162210447741,0.8601890411678875,0.0012946828647241852,0.12403915625134711,0.0008995269967452046,3
Missingness,MCAR,0.0,MCAR,0.1,None,LightGBM,Shifted Test,0.909598266364719,0.00011320473633381083,0.8729887694491242,0.00042344337029659907,0.1201544129673155,4.552637557236672e-05,3
Missingness,MCAR,0.0,MCAR,0.1,None,Logistic Regression,Generalization Gap (Shifted - In-domain),0.010514615718105969,0.0007421566029737023,0.018551693109152462,0.0008519815726997969,-0.005378219969286714,0.00041441955306305154,3
Missingness,MCAR,0.0,MCAR,0.1,None,Logistic Regression,In-domain Test,0.8438593976735781,0.0009218957445916962,0.7644213714885805,0.0008009797851754793,0.15669030452075958,0.000541849632048904,3
Missingness,MCAR,0.0,MCAR,0.1,None,Logistic Regression,Shifted Test,0.8543740133916842,0.00018749104606515944,0.782973064597733,0.00021996610685265974,0.15131208455147285,0.00014786873824946528,3
Missingness,MCAR,0.0,MCAR,0.2,None,LightGBM,Generalization Gap (Shifted - In-domain),0.0067436190914202205,0.0014045462249770797,0.012882906101055061,0.0011452705192595938,-0.003926433737829994,0.0009038758354843383,3
Missingness,MCAR,0.0,MCAR,0.2,None,LightGBM,In-domain Test,0.9021004632559281,0.0012462754781603377,0.8589444898940309,0.001059106200495845,0.1245764180089262,0.0007906956334644668,3
Missingness,MCAR,0.0,MCAR,0.2,None,LightGBM,Shifted Test,0.9088440823473483,0.0002079261835708337,0.8718273959950861,0.00040655988025413534,0.1206499842710962,0.00011870826276832997,3
Missingness,MCAR,0.0,MCAR,0.2,None,Logistic Regression,Generalization Gap (Shifted - In-domain),0.010248960762124115,0.0009097880860488587,0.018652672664056718,0.0008293412467952302,-0.005146673063017952,0.0004824821351301996,3
Missingness,MCAR,0.0,MCAR,0.2,None,Logistic Regression,In-domain Test,0.843172139611081,0.0010010574412760156,0.7614319776392667,0.0004689013929561135,0.15716192288419759,0.0005993183106118205,3
Missingness,MCAR,0.0,MCAR,0.2,None,Logistic Regression,Shifted Test,0.8534211003732052,9.456257797037408e-05,0.7800846503033233,0.0003605947713363512,0.15201524982117962,0.00013320274484427018,3
