Experiment,Condition,Model,Random Seed,Test Set,bin,n,mean_pred,obs_rate
Feature Shift,Disability,LightGBM,42,Shifted Test,4,11415,0.45171283959193653,0.3932544897065265
Feature Shift,Disability,LightGBM,42,Shifted Test,5,14905,0.5525200872123741,0.49768534048976854
Feature Shift,Disability,LightGBM,42,Shifted Test,6,21695,0.6557878649380383,0.588061765383729
Feature Shift,Disability,LightGBM,42,Shifted Test,7,35131,0.7525218694936417,0.6925222737752982
Feature Shift,Disability,LightGBM,42,Shifted Test,8,38462,0.8512452979704859,0.8203941552701367
Feature Shift,Disability,LightGBM,42,Shifted Test,9,34409,0.9313501395853954,0.9287686361126449
Feature Shift,Disability,LightGBM,43,In-domain Test,0,14930,0.012309780232869784,0.008640321500334896
Feature Shift,Disability,LightGBM,43,In-domain Test,1,3183,0.14675086793559097,0.10618912975180647
Feature Shift,Disability,LightGBM,43,In-domain Test,2,2405,0.24895451953653983,0.20623700623700625
Feature Shift,Disability,LightGBM,43,In-domain Test,3,1975,0.3492730089078976,0.2749367088607595
Feature Shift,Disability,LightGBM,43,In-domain Test,4,2508,0.45174519317239475,0.38237639553429026
Feature Shift,Disability,LightGBM,43,In-domain Test,5,3181,0.5509710910746752,0.46683432882741277
Feature Shift,Disability,LightGBM,43,In-domain Test,6,4492,0.6544656191197019,0.5803650934995548
Feature Shift,Disability,LightGBM,43,In-domain Test,7,7899,0.7538020678495573,0.6960374730978605
Feature Shift,Disability,LightGBM,43,In-domain Test,8,8589,0.850759754331915,0.8049831179415532
Feature Shift,Disability,LightGBM,43,In-domain Test,9,7661,0.9302287785864705,0.9073228038115129
Feature Shift,Disability,LightGBM,43,Shifted Test,0,75660,0.011127479262488712,0.012595823420565689
Feature Shift,Disability,LightGBM,43,Shifted Test,1,15550,0.1466280399171869,0.15286173633440514
Feature Shift,Disability,LightGBM,43,Shifted Test,2,11488,0.24861065735054672,0.2246692200557103
Feature Shift,Disability,LightGBM,43,Shifted Test,3,9073,0.34980530037804264,0.29571255373084976
Feature Shift,Disability,LightGBM,43,Shifted Test,4,11455,0.4523672808912944,0.38751636839807946
Feature Shift,Disability,LightGBM,43,Shifted Test,5,14514,0.5513187826944642,0.49552156538514536
Feature Shift,Disability,LightGBM,43,Shifted Test,6,22206,0.654952960203094,0.5839863100063046
Feature Shift,Disability,LightGBM,43,Shifted Test,7,36263,0.7527772749814505,0.6963571684637233
Feature Shift,Disability,LightGBM,43,Shifted Test,8,36796,0.8508927577091878,0.8206326774649418
Feature Shift,Disability,LightGBM,43,Shifted Test,9,35095,0.9300164082634906,0.9280239350334806
Feature Shift,Disability,LightGBM,44,In-domain Test,0,15133,0.012637978503429632,0.009581708848212515
Feature Shift,Disability,LightGBM,44,In-domain Test,1,3036,0.14884122464025445,0.12450592885375494
Feature Shift,Disability,LightGBM,44,In-domain Test,2,2247,0.24938922552835374,0.17979528259902092
Feature Shift,Disability,LightGBM,44,In-domain Test,3,2112,0.3516481705856594,0.2784090909090909
Feature Shift,Disability,LightGBM,44,In-domain Test,4,2462,0.45363437134400314,0.40170593013809913
Feature Shift,Disability,LightGBM,44,In-domain Test,5,3172,0.5519554333345587,0.48329129886506933
Feature Shift,Disability,LightGBM,44,In-domain Test,6,4585,0.6555774456932084,0.5781897491821156
Feature Shift,Disability,LightGBM,44,In-domain Test,7,7479,0.7534626863796231,0.6918037170744752
Feature Shift,Disability,LightGBM,44,In-domain Test,8,8854,0.8511574651792676,0.7922972667720805
Feature Shift,Disability,LightGBM,44,In-domain Test,9,7743,0.9307329456473327,0.9095957639157949
Feature Shift,Disability,LightGBM,44,Shifted Test,0,76314,0.011920761254491093,0.014047225934952957
Feature Shift,Disability,LightGBM,44,Shifted Test,1,15154,0.1475054106144221,0.15223703312656725
Feature Shift,Disability,LightGBM,44,Shifted Test,2,11164,0.24944678310802743,0.22438194195628808
Feature Shift,Disability,LightGBM,44,Shifted Test,3,9351,0.3503305750911267,0.2934445513848786
Feature Shift,Disability,LightGBM,44,Shifted Test,4,11386,0.4524190181245625,0.39223607939574917
Feature Shift,Disability,LightGBM,44,Shifted Test,5,14658,0.5523611332070927,0.4975440032746623
Feature Shift,Disability,LightGBM,44,Shifted Test,6,23065,0.6558860762424746,0.5909820073704748
Feature Shift,Disability,LightGBM,44,Shifted Test,7,35303,0.7529549838848074,0.6976460924000794
Feature Shift,Disability,LightGBM,44,Shifted Test,8,36981,0.8518117328918418,0.8204483383359022
Feature Shift,Disability,LightGBM,44,Shifted Test,9,34724,0.9306670271324515,0.927946089160235
Feature Shift,Disability,Logistic Regression,42,In-domain Test,0,11372,0.02425728771221648,0.007738304607808653
Feature Shift,Disability,Logistic Regression,42,In-domain Test,1,1483,0.15346549411661625,0.0815913688469319
Feature Shift,Disability,Logistic Regression,42,In-domain Test,2,2244,0.25410521293387694,0.17245989304812834
Feature Shift,Disability,Logistic Regression,42,In-domain Test,3,3045,0.3514274026274877,0.2545155993431856
Feature Shift,Disability,Logistic Regression,42,In-domain Test,4,4238,0.45290397420532585,0.3525247758376593
Feature Shift,Disability,Logistic Regression,42,In-domain Test,5,5887,0.5527619054407787,0.464922711058264
Feature Shift,Disability,Logistic Regression,42,In-domain Test,6,7607,0.6519445608711217,0.5987905876166688
Feature Shift,Disability,Logistic Regression,42,In-domain Test,7,10789,0.7529264375635112,0.716192418203726
Feature Shift,Disability,Logistic Regression,42,In-domain Test,8,9454,0.8457095479962689,0.7846414216204781
Feature Shift,Disability,Logistic Regression,42,In-domain Test,9,704,0.9113347648050297,0.8778409090909091
Feature Shift,Disability,Logistic Regression,42,Shifted Test,0,58973,0.0233302860656663,0.012022450952130635
Feature Shift,Disability,Logistic Regression,42,Shifted Test,1,6545,0.15371350626097643,0.08983957219251337
Feature Shift,Disability,Logistic Regression,42,Shifted Test,2,10679,0.2539566334953401,0.18559790242532073
Feature Shift,Disability,Logistic Regression,42,Shifted Test,3,15227,0.3516722387448467,0.2720824850594339
Feature Shift,Disability,Logistic Regression,42,Shifted Test,4,20682,0.45300988245461116,0.3537859007832898
Feature Shift,Disability,Logistic Regression,42,Shifted Test,5,28390,0.551797191632302,0.48714336033814726
Feature Shift,Disability,Logistic Regression,42,Shifted Test,6,35102,0.651820220113052,0.6195943251096804
Feature Shift,Disability,Logistic Regression,42,Shifted Test,7,47518,0.7521608953092821,0.7245464876467865
Feature Shift,Disability,Logistic Regression,42,Shifted Test,8,41722,0.8450480922931599,0.8025262451464455
Feature Shift,Disability,Logistic Regression,42,Shifted Test,9,3262,0.9112347305588456,0.9135499693439607
Feature Shift,Disability,Logistic Regression,43,In-domain Test,0,11379,0.02500633359615416,0.007733544248176466
Feature Shift,Disability,Logistic Regression,43,In-domain Test,1,1498,0.1524237138934145,0.07610146862483311
Feature Shift,Disability,Logistic Regression,43,In-domain Test,2,2172,0.25293973396304126,0.17771639042357273
Feature Shift,Disability,Logistic Regression,43,In-domain Test,3,3001,0.35156014738421326,0.2465844718427191
Feature Shift,Disability,Logistic Regression,43,In-domain Test,4,4168,0.45344969108986766,0.33997120921305185
Feature Shift,Disability,Logistic Regression,43,In-domain Test,5,5836,0.5517175690085206,0.48115147361206306
Feature Shift,Disability,Logistic Regression,43,In-domain Test,6,7843,0.6522340030523035,0.5987504781333673
Feature Shift,Disability,Logistic Regression,43,In-domain Test,7,10868,0.7524963396851263,0.7133787265366213
Feature Shift,Disability,Logistic Regression,43,In-domain Test,8,9343,0.84507140659181,0.7804773627314567
Feature Shift,Disability,Logistic Regression,43,In-domain Test,9,715,0.911582270702282,0.8755244755244755
Feature Shift,Disability,Logistic Regression,43,Shifted Test,0,59103,0.02483551124659697,0.012012926585790907
Feature Shift,Disability,Logistic Regression,43,Shifted Test,1,6373,0.15313882562867442,0.0900674721481249
Feature Shift,Disability,Logistic Regression,43,Shifted Test,2,10752,0.25353136893439415,0.189453125
Feature Shift,Disability,Logistic Regression,43,Shifted Test,3,15213,0.35182189829547145,0.273844738052981
Feature Shift,Disability,Logistic Regression,43,Shifted Test,4,20752,0.4532898970669223,0.3539899768696993
Feature Shift,Disability,Logistic Regression,43,Shifted Test,5,28249,0.5515747299012541,0.4875924811497752
Feature Shift,Disability,Logistic Regression,43,Shifted Test,6,35296,0.6520285014103648,0.6161321396192203
Feature Shift,Disability,Logistic Regression,43,Shifted Test,7,47324,0.7521563091392237,0.7255515172005748
Feature Shift,Disability,Logistic Regression,43,Shifted Test,8,41735,0.8447891683082631,0.8024679525578052
Feature Shift,Disability,Logistic Regression,43,Shifted Test,9,3303,0.9114512433400849,0.917045110505601
Feature Shift,Disability,Logistic Regression,44,In-domain Test,0,11441,0.024504631736461256,0.007342015558080587
Feature Shift,Disability,Logistic Regression,44,In-domain Test,1,1444,0.1519420165052622,0.0907202216066482
Feature Shift,Disability,Logistic Regression,44,In-domain Test,2,2170,0.25295797048076507,0.17327188940092167
Feature Shift,Disability,Logistic Regression,44,In-domain Test,3,2970,0.3522367244015639,0.2686868686868687
Feature Shift,Disability,Logistic Regression,44,In-domain Test,4,4068,0.45364546886441043,0.3365290068829892
Feature Shift,Disability,Logistic Regression,44,In-domain Test,5,5833,0.5514109692196688,0.47454140236584946
Feature Shift,Disability,Logistic Regression,44,In-domain Test,6,7774,0.6519996627210681,0.5850270131206586
Feature Shift,Disability,Logistic Regression,44,In-domain Test,7,10883,0.7532227743113401,0.7101902049067352
Feature Shift,Disability,Logistic Regression,44,In-domain Test,8,9559,0.8451197903043294,0.7863793283816298
Feature Shift,Disability,Logistic Regression,44,In-domain Test,9,681,0.9111038553207106,0.8810572687224669
Feature Shift,Disability,Logistic Regression,44,Shifted Test,0,59134,0.023645727427192738,0.012074271992423986
Feature Shift,Disability,Logistic Regression,44,Shifted Test,1,6296,0.15295312175079895,0.0911689961880559
Feature Shift,Disability,Logistic Regression,44,Shifted Test,2,10854,0.2530372642078122,0.1909894969596462
Feature Shift,Disability,Logistic Regression,44,Shifted Test,3,15123,0.35180199600114226,0.2775904251801891
Feature Shift,Disability,Logistic Regression,44,Shifted Test,4,20728,0.4532709632360742,0.3529525279814743
Feature Shift,Disability,Logistic Regression,44,Shifted Test,5,28296,0.5517133018489035,0.4871006502685892
Feature Shift,Disability,Logistic Regression,44,Shifted Test,6,35312,0.6519849846248422,0.6152299501585863
Feature Shift,Disability,Logistic Regression,44,Shifted Test,7,47800,0.7520481020636139,0.7248744769874477
Feature Shift,Disability,Logistic Regression,44,Shifted Test,8,41466,0.8448396352465761,0.8040804514542035
Feature Shift,Disability,Logistic Regression,44,Shifted Test,9,3091,0.9110248479516095,0.9175024263992235
Feature Shift,Education,LightGBM,42,In-domain Test,0,14985,0.011759281970457246,0.009676343009676344
Feature Shift,Education,LightGBM,42,In-domain Test,1,3604,0.14805139343643955,0.129023307436182
Feature Shift,Education,LightGBM,42,In-domain Test,2,3204,0.25004550348618504,0.2153558052434457
Feature Shift,Education,LightGBM,42,In-domain Test,3,2326,0.3468227612490502,0.2962166809974205
Feature Shift,Education,LightGBM,42,In-domain Test,4,2516,0.4524411918722768,0.40421303656597773
Feature Shift,Education,LightGBM,42,In-domain Test,5,2803,0.5543344508227901,0.5148055654655725
Feature Shift,Education,LightGBM,42,In-domain Test,6,4864,0.6600789884227867,0.634046052631579
Feature Shift,Education,LightGBM,42,In-domain Test,7,9032,0.7510880613163364,0.7277457927369353
Feature Shift,Education,LightGBM,42,In-domain Test,8,7686,0.8519287262457967,0.8398386677075201
Feature Shift,Education,LightGBM,42,In-domain Test,9,5803,0.9250334807352714,0.923487851111494
Feature Shift,Education,LightGBM,42,Shifted Test,0,75319,0.01047270265073128,0.011046349526679855
Feature Shift,Education,LightGBM,42,Shifted Test,1,16773,0.1487230273680028,0.15691885768795089
Feature Shift,Education,LightGBM,42,Shifted Test,2,16101,0.25072315431431164,0.24209676417613812
Feature Shift,Education,LightGBM,42,Shifted Test,3,11577,0.34638126106565764,0.29835017707523537
Feature Shift,Education,LightGBM,42,Shifted Test,4,11895,0.45040529744120994,0.4170659941151744
Feature Shift,Education,LightGBM,42,Shifted Test,5,13069,0.5534211674511172,0.527048741296197
Feature Shift,Education,LightGBM,42,Shifted Test,6,23972,0.6600616125462351,0.6452945102619723
Feature Shift,Education,LightGBM,42,Shifted Test,7,38900,0.7493842297654532,0.7376092544987146
Feature Shift,Education,LightGBM,42,Shifted Test,8,32986,0.8530142711789339,0.8625477475292548
Feature Shift,Education,LightGBM,42,Shifted Test,9,27508,0.9246475756909415,0.9426712229169696
Feature Shift,Education,LightGBM,43,In-domain Test,0,14987,0.011919881064582223,0.009274704744111564
Feature Shift,Education,LightGBM,43,In-domain Test,1,3296,0.15005239009522625,0.12287621359223301
Feature Shift,Education,LightGBM,43,In-domain Test,2,3313,0.24890070157381403,0.19861153033504378
Feature Shift,Education,LightGBM,43,In-domain Test,3,2383,0.34873471303092196,0.28913134704154425
Feature Shift,Education,LightGBM,43,In-domain Test,4,2259,0.45404108745326716,0.40150509074811863
Feature Shift,Education,LightGBM,43,In-domain Test,5,2807,0.550803007245446,0.500890630566441
Feature Shift,Education,LightGBM,43,In-domain Test,6,4394,0.6602343795350535,0.6201638598088303
Feature Shift,Education,LightGBM,43,In-domain Test,7,9647,0.7541334142373043,0.7242666113817767
Feature Shift,Education,LightGBM,43,In-domain Test,8,7825,0.851529207145825,0.8407667731629394
Feature Shift,Education,LightGBM,43,In-domain Test,9,5912,0.9253801281119071,0.9176251691474966
Feature Shift,Education,LightGBM,43,Shifted Test,0,75381,0.010654863188552976,0.01110359374378159
Feature Shift,Education,LightGBM,43,Shifted Test,1,15587,0.14926613656676221,0.15256303329697826
Feature Shift,Education,LightGBM,43,Shifted Test,2,17139,0.24866492418903016,0.23070190792928408
Feature Shift,Education,LightGBM,43,Shifted Test,3,11031,0.34762701548061176,0.3164717613996918
Feature Shift,Education,LightGBM,43,Shifted Test,4,10776,0.454939682387872,0.406365998515219
Feature Shift,Education,LightGBM,43,Shifted Test,5,12757,0.5517336590691702,0.5060750960257113
Feature Shift,Education,LightGBM,43,Shifted Test,6,21401,0.6609574162588515,0.6323069015466567
Feature Shift,Education,LightGBM,43,Shifted Test,7,42360,0.7510812755937954,0.7287535410764873
Feature Shift,Education,LightGBM,43,Shifted Test,8,32760,0.8533873939616048,0.8579670329670329
Feature Shift,Education,LightGBM,43,Shifted Test,9,28908,0.9250210543234384,0.9411235644112357
Feature Shift,Education,LightGBM,44,In-domain Test,0,15313,0.011881246343744836,0.010840462352249723
Feature Shift,Education,LightGBM,44,In-domain Test,1,3356,0.14836389907770062,0.13230035756853398
Feature Shift,Education,LightGBM,44,In-domain Test,2,3126,0.25024877521981054,0.21113243761996162
Feature Shift,Education,LightGBM,44,In-domain Test,3,2191,0.34906642179084335,0.31811958010041075
Feature Shift,Education,LightGBM,44,In-domain Test,4,2657,0.453157449378795,0.4124952954459917
Feature Shift,Education,LightGBM,44,In-domain Test,5,2705,0.5556197047894631,0.5186691312384473
Feature Shift,Education,LightGBM,44,In-domain Test,6,4880,0.6599437597955836,0.6379098360655737
Feature Shift,Education,LightGBM,44,In-domain Test,7,9013,0.7508086064249909,0.7265061577721069
Feature Shift,Education,LightGBM,44,In-domain Test,8,7789,0.8515442549332924,0.8250096289639235
Feature Shift,Education,LightGBM,44,In-domain Test,9,5793,0.9235544357607653,0.9264629725530813
Feature Shift,Education,LightGBM,44,Shifted Test,0,76429,0.010892364228284254,0.012325164531787672
Feature Shift,Education,LightGBM,44,Shifted Test,1,16932,0.1483544813019782,0.16276872194660996
Feature Shift,Education,LightGBM,44,Shifted Test,2,15446,0.2509492136895942,0.24550045319176486
Feature Shift,Education,LightGBM,44,Shifted Test,3,10841,0.34771745959646466,0.31085693201734155
Feature Shift,Education,LightGBM,44,Shifted Test,4,12485,0.45203311681317765,0.4120945134160993
Feature Shift,Education,LightGBM,44,Shifted Test,5,12474,0.555636094188736,0.5280583613916947
Feature Shift,Education,LightGBM,44,Shifted Test,6,24185,0.6603508569471152,0.6473433946661153
Feature Shift,Education,LightGBM,44,Shifted Test,7,39270,0.7482264067733868,0.7382989559460148
Feature Shift,Education,LightGBM,44,Shifted Test,8,32640,0.8532139922674818,0.8629289215686274
Feature Shift,Education,LightGBM,44,Shifted Test,9,27398,0.92327922755797,0.9417840718300606
Feature Shift,Education,Logistic Regression,42,In-domain Test,0,11043,0.03018817683526845,0.01204382866974554
Feature Shift,Education,Logistic Regression,42,In-domain Test,1,4073,0.1425102947587584,0.07095506997299288
Feature Shift,Education,Logistic Regression,42,In-domain Test,2,2381,0.2493629543308649,0.21923561528769425
Feature Shift,Education,Logistic Regression,42,In-domain Test,3,2566,0.3533348868298326,0.3047544816835542
Feature Shift,Education,Logistic Regression,42,In-domain Test,4,4024,0.4532751827084165,0.38245526838966204
Feature Shift,Education,Logistic Regression,42,In-domain Test,5,5582,0.5513707776835896,0.5293801504836976
Feature Shift,Education,Logistic Regression,42,In-domain Test,6,7694,0.6545661770665308,0.6401091759812841
Feature Shift,Education,Logistic Regression,42,In-domain Test,7,10944,0.7511196517173135,0.7327302631578947
Feature Shift,Education,Logistic Regression,42,In-domain Test,8,8320,0.8440730680138446,0.7931490384615385
Feature Shift,Education,Logistic Regression,42,In-domain Test,9,196,0.9076819359039774,0.8010204081632653
Feature Shift,Education,Logistic Regression,42,Shifted Test,0,56723,0.029095470687611865,0.01851100964335455
Feature Shift,Education,Logistic Regression,42,Shifted Test,1,20525,0.1429365607188622,0.08647990255785627
Feature Shift,Education,Logistic Regression,42,Shifted Test,2,12929,0.2503603040153184,0.23992574831773533
Feature Shift,Education,Logistic Regression,42,Shifted Test,3,13005,0.3523818452007172,0.3324875048058439
Feature Shift,Education,Logistic Regression,42,Shifted Test,4,18927,0.4526847784849356,0.3974216727426428
Feature Shift,Education,Logistic Regression,42,Shifted Test,5,26279,0.5512341838856666,0.5513527912021006
Feature Shift,Education,Logistic Regression,42,Shifted Test,6,33520,0.6544389131476742,0.6588603818615751
Feature Shift,Education,Logistic Regression,42,Shifted Test,7,47300,0.7515462564224925,0.7494291754756871
Feature Shift,Education,Logistic Regression,42,Shifted Test,8,37717,0.8451921220191366,0.8055783864040088
Feature Shift,Education,Logistic Regression,42,Shifted Test,9,1175,0.9088078976692038,0.8774468085106383
Feature Shift,Education,Logistic Regression,43,In-domain Test,0,11058,0.03132716388410792,0.011394465545306565
Feature Shift,Education,Logistic Regression,43,In-domain Test,1,3995,0.14473723176684936,0.06533166458072591
Feature Shift,Education,Logistic Regression,43,In-domain Test,2,2391,0.2501566614542781,0.21329987452948557
Feature Shift,Education,Logistic Regression,43,In-domain Test,3,2543,0.35355165751956363,0.2929610696028313
Feature Shift,Education,Logistic Regression,43,In-domain Test,4,3934,0.4538701397244192,0.3729028978139298
Feature Shift,Education,Logistic Regression,43,In-domain Test,5,5602,0.5521814890501117,0.549982149232417
Feature Shift,Education,Logistic Regression,43,In-domain Test,6,7879,0.6541520494134131,0.6377712907729407
Feature Shift,Education,Logistic Regression,43,In-domain Test,7,10980,0.7508346277779352,0.733424408014572
Feature Shift,Education,Logistic Regression,43,In-domain Test,8,8239,0.8434653947300985,0.787352834081806
Feature Shift,Education,Logistic Regression,43,In-domain Test,9,202,0.9085558431573434,0.8168316831683168
Feature Shift,Education,Logistic Regression,43,Shifted Test,0,56189,0.030668341802111712,0.01838438128459307
Feature Shift,Education,Logistic Regression,43,Shifted Test,1,20751,0.1451369361001999,0.0838513806563539
Feature Shift,Education,Logistic Regression,43,Shifted Test,2,13001,0.250751906260189,0.24067379432351357
Feature Shift,Education,Logistic Regression,43,Shifted Test,3,12871,0.3522086194966392,0.3332297412788439
Feature Shift,Education,Logistic Regression,43,Shifted Test,4,19347,0.4532825167837664,0.3935493875019383
Feature Shift,Education,Logistic Regression,43,Shifted Test,5,26247,0.5519062792450495,0.5514915990398903
Feature Shift,Education,Logistic Regression,43,Shifted Test,6,33510,0.6546425183400649,0.660399880632647
Feature Shift,Education,Logistic Regression,43,Shifted Test,7,47294,0.7514480332627621,0.7477481287266884
Feature Shift,Education,Logistic Regression,43,Shifted Test,8,37738,0.8448522902456159,0.8060840532089671
Feature Shift,Education,Logistic Regression,43,Shifted Test,9,1152,0.9092536086940931,0.8819444444444444
Feature Shift,Education,Logistic Regression,44,In-domain Test,0,11113,0.030676744101402188,0.013137766579681454
Feature Shift,Education,Logistic Regression,44,In-domain Test,1,4039,0.1430664315827119,0.06536271354295618
Feature Shift,Education,Logistic Regression,44,In-domain Test,2,2286,0.2494510033690189,0.21478565179352582
Feature Shift,Education,Logistic Regression,44,In-domain Test,3,2544,0.35261081775310654,0.3235062893081761
Feature Shift,Education,Logistic Regression,44,In-domain Test,4,3891,0.45238955817165,0.37985093806219483
Feature Shift,Education,Logistic Regression,44,In-domain Test,5,5535,0.5520056156608147,0.53676603432701
Feature Shift,Education,Logistic Regression,44,In-domain Test,6,7874,0.6542609153906342,0.6283972567945136
Feature Shift,Education,Logistic Regression,44,In-domain Test,7,11109,0.7513091359808954,0.7317490323161401
Feature Shift,Education,Logistic Regression,44,In-domain Test,8,8263,0.8437817357476017,0.7912380491346969
Feature Shift,Education,Logistic Regression,44,In-domain Test,9,169,0.9074848491764633,0.7810650887573964
Feature Shift,Education,Logistic Regression,44,Shifted Test,0,56904,0.029936881102406897,0.019014480528609587
Feature Shift,Education,Logistic Regression,44,Shifted Test,1,20530,0.14300011556125594,0.08704335119337554
Feature Shift,Education,Logistic Regression,44,Shifted Test,2,12935,0.2500442706183849,0.24522613065326634
Feature Shift,Education,Logistic Regression,44,Shifted Test,3,12766,0.3521800555514072,0.34012219959266804
Feature Shift,Education,Logistic Regression,44,Shifted Test,4,19156,0.4531535444033248,0.39423679264982253
Feature Shift,Education,Logistic Regression,44,Shifted Test,5,26048,0.5517426731788007,0.5519041769041769
Feature Shift,Education,Logistic Regression,44,Shifted Test,6,33320,0.6540630928554884,0.6572328931572629
Feature Shift,Education,Logistic Regression,44,Shifted Test,7,48309,0.7510783878368484,0.7464447618456188
Feature Shift,Education,Logistic Regression,44,Shifted Test,8,37054,0.8451690074339298,0.8092783505154639
Feature Shift,Education,Logistic Regression,44,Shifted Test,9,1078,0.9081895715230471,0.8840445269016698
Label Noise,0% Noise,LightGBM,42,In-domain Test,0,15893,0.013375894798394428,0.011136978544013087
Label Noise,0% Noise,LightGBM,42,In-domain Test,1,3552,0.14671674719592137,0.13372747747747749
Label Noise,0% Noise,LightGBM,42,In-domain Test,2,2560,0.24883077235426754,0.216015625
Label Noise,0% Noise,LightGBM,42,In-domain Test,3,2173,0.34821557502180434,0.3281178094799816
Label Noise,0% Noise,LightGBM,42,In-domain Test,4,2509,0.45231763066500486,0.4065364687126345
Label Noise,0% Noise,LightGBM,42,In-domain Test,5,3156,0.5525061110428833,0.5057034220532319
Label Noise,0% Noise,LightGBM,42,In-domain Test,6,4120,0.6549965989965837,0.6007281553398058
Label Noise,0% Noise,LightGBM,42,In-domain Test,7,7073,0.7535238750547563,0.7274141099957585
Label Noise,0% Noise,LightGBM,42,In-domain Test,8,8474,0.8517182941548747,0.827354260089686
Label Noise,0% Noise,LightGBM,42,In-domain Test,9,7313,0.931819746990822,0.9236975249555586
Label Noise,0% Noise,LightGBM,42,Shifted Test,0,80546,0.012924085632743179,0.01720755841382564
Label Noise,0% Noise,LightGBM,42,Shifted Test,1,17493,0.1464154215257293,0.1709255130623678
Label Noise,0% Noise,LightGBM,42,Shifted Test,2,13061,0.24855363670297023,0.2479901998315596
Label Noise,0% Noise,LightGBM,42,Shifted Test,3,10228,0.34804742665007843,0.3236214313648807
Label Noise,0% Noise,LightGBM,42,Shifted Test,4,11667,0.4515462128037279,0.427187794634439
Label Noise,0% Noise,LightGBM,42,Shifted Test,5,14451,0.5522737039075113,0.5352570756349042
Label Noise,0% Noise,LightGBM,42,Shifted Test,6,20195,0.6554981187948882,0.6309482545184452
Label Noise,0% Noise,LightGBM,42,Shifted Test,7,32237,0.7525348485627363,0.7370412879610385
Label Noise,0% Noise,LightGBM,42,Shifted Test,8,35497,0.8511730460904734,0.8511423500577514
Label Noise,0% Noise,LightGBM,42,Shifted Test,9,32725,0.9316466268207209,0.9427349121466768
Label Noise,0% Noise,LightGBM,43,In-domain Test,0,15800,0.013247590569981904,0.010822784810126582
Label Noise,0% Noise,LightGBM,43,In-domain Test,1,3542,0.14710348237459434,0.1194240542066629
Label Noise,0% Noise,LightGBM,43,In-domain Test,2,2647,0.24884487343455963,0.22591613146958822
Label Noise,0% Noise,LightGBM,43,In-domain Test,3,2149,0.3490833638573092,0.3103769194974407
Label Noise,0% Noise,LightGBM,43,In-domain Test,4,2538,0.45186588671895067,0.4101654846335697
Label Noise,0% Noise,LightGBM,43,In-domain Test,5,3113,0.5505814177217186,0.49630581432701576
Label Noise,0% Noise,LightGBM,43,In-domain Test,6,4230,0.6541497387784593,0.6127659574468085
Label Noise,0% Noise,LightGBM,43,In-domain Test,7,7326,0.7537379847453521,0.7323232323232324
Label Noise,0% Noise,LightGBM,43,In-domain Test,8,8116,0.8507269254792436,0.8309512074913751
Label Noise,0% Noise,LightGBM,43,In-domain Test,9,7362,0.9304267514564848,0.9201303993480032
Label Noise,0% Noise,LightGBM,43,Shifted Test,0,79871,0.012602468468945317,0.01655168959947916
Label Noise,0% Noise,LightGBM,43,Shifted Test,1,17952,0.14700739923781597,0.16794786096256684
Label Noise,0% Noise,LightGBM,43,Shifted Test,2,13089,0.24852841922429733,0.24646649858659944
Label Noise,0% Noise,LightGBM,43,Shifted Test,3,10021,0.34927511654170423,0.32302165452549647
Label Noise,0% Noise,LightGBM,43,Shifted Test,4,11657,0.45185801667548214,0.4234365617225701
Label Noise,0% Noise,LightGBM,43,Shifted Test,5,14177,0.551098993431322,0.5313536009028709
Label Noise,0% Noise,LightGBM,43,Shifted Test,6,20675,0.6547077317105239,0.6262636033857316
Label Noise,0% Noise,LightGBM,43,Shifted Test,7,33312,0.7527844206565109,0.7394032180595581
Label Noise,0% Noise,LightGBM,43,Shifted Test,8,33983,0.8507927481795523,0.8510137421652002
Label Noise,0% Noise,LightGBM,43,Shifted Test,9,33363,0.9303082893089336,0.9424212450918682
Label Noise,0% Noise,LightGBM,44,In-domain Test,0,16027,0.013139769203561148,0.011917389405378424
Label Noise,0% Noise,LightGBM,44,In-domain Test,1,3377,0.14816948931431467,0.13710393840687
Label Noise,0% Noise,LightGBM,44,In-domain Test,2,2474,0.2487787034064411,0.20129345189975748
Label Noise,0% Noise,LightGBM,44,In-domain Test,3,2183,0.35090990643735004,0.3179111314704535
Label Noise,0% Noise,LightGBM,44,In-domain Test,4,2547,0.45307331946161056,0.42952493129171576
Label Noise,0% Noise,LightGBM,44,In-domain Test,5,3109,0.5518908384682933,0.515921518173046
Label Noise,0% Noise,LightGBM,44,In-domain Test,6,4353,0.6552768575441363,0.6126809097174363
Label Noise,0% Noise,LightGBM,44,In-domain Test,7,6961,0.7536874555116617,0.7223100129291768
Label Noise,0% Noise,LightGBM,44,In-domain Test,8,8352,0.8509396138347657,0.8171695402298851
Label Noise,0% Noise,LightGBM,44,In-domain Test,9,7440,0.9309738871871784,0.921505376344086
Label Noise,0% Noise,LightGBM,44,Shifted Test,0,80833,0.01300174870201151,0.01819801318768325
Label Noise,0% Noise,LightGBM,44,Shifted Test,1,17380,0.14704212712550532,0.16939010356731876
Label Noise,0% Noise,LightGBM,44,Shifted Test,2,12713,0.24885492964033007,0.24699126877998898
Label Noise,0% Noise,LightGBM,44,Shifted Test,3,10335,0.3495868575676778,0.32239961296565073
Label Noise,0% Noise,LightGBM,44,Shifted Test,4,11579,0.4517640015839892,0.42741169358321096
Label Noise,0% Noise,LightGBM,44,Shifted Test,5,14182,0.551815589276007,0.5350444225074038
