Experiment,Condition,Model,Random Seed,Test Set,bin,n,mean_pred,obs_rate
Label Noise,0% Noise,LightGBM,44,Shifted Test,6,21502,0.6555455948195228,0.631941214770719
Label Noise,0% Noise,LightGBM,44,Shifted Test,7,32430,0.7529253819549007,0.7408572309589886
Label Noise,0% Noise,LightGBM,44,Shifted Test,8,34106,0.8517819334004818,0.8517562892159737
Label Noise,0% Noise,LightGBM,44,Shifted Test,9,33040,0.9309535012478979,0.9419491525423729
Label Noise,0% Noise,Logistic Regression,42,In-domain Test,0,13201,0.024067328334232817,0.012423301265055678
Label Noise,0% Noise,Logistic Regression,42,In-domain Test,1,2455,0.14951262987861808,0.14012219959266803
Label Noise,0% Noise,Logistic Regression,42,In-domain Test,2,2398,0.2517099104467484,0.23436196830692244
Label Noise,0% Noise,Logistic Regression,42,In-domain Test,3,2804,0.35078897604588605,0.3159771754636234
Label Noise,0% Noise,Logistic Regression,42,In-domain Test,4,3840,0.4526227064042663,0.40260416666666665
Label Noise,0% Noise,Logistic Regression,42,In-domain Test,5,5264,0.5524277512471002,0.5075987841945289
Label Noise,0% Noise,Logistic Regression,42,In-domain Test,6,6911,0.65229972773084,0.6353639126030965
Label Noise,0% Noise,Logistic Regression,42,In-domain Test,7,10158,0.7532140456754689,0.7371529828706438
Label Noise,0% Noise,Logistic Regression,42,In-domain Test,8,9100,0.8458681096480443,0.7975824175824175
Label Noise,0% Noise,Logistic Regression,42,In-domain Test,9,692,0.9113383339664151,0.880057803468208
Label Noise,0% Noise,Logistic Regression,42,Shifted Test,0,67439,0.0232815784496092,0.01853526890968134
Label Noise,0% Noise,Logistic Regression,42,Shifted Test,1,12925,0.14883437275021866,0.14390715667311413
Label Noise,0% Noise,Logistic Regression,42,Shifted Test,2,12230,0.2509252208841695,0.25674570727718726
Label Noise,0% Noise,Logistic Regression,42,Shifted Test,3,14196,0.35151078961800103,0.34601296139757676
Label Noise,0% Noise,Logistic Regression,42,Shifted Test,4,18446,0.45270180106356905,0.4191694676352597
Label Noise,0% Noise,Logistic Regression,42,Shifted Test,5,24863,0.5518639447395336,0.5416080119052408
Label Noise,0% Noise,Logistic Regression,42,Shifted Test,6,31078,0.6520783526264214,0.6635883905013192
Label Noise,0% Noise,Logistic Regression,42,Shifted Test,7,43909,0.7525379747975627,0.7479787742831766
Label Noise,0% Noise,Logistic Regression,42,Shifted Test,8,39819,0.8452669859453412,0.8150631608026319
Label Noise,0% Noise,Logistic Regression,42,Shifted Test,9,3195,0.9112325160716062,0.9167449139280125
Label Noise,0% Noise,Logistic Regression,43,In-domain Test,0,13193,0.024546764868947493,0.011445463503373
Label Noise,0% Noise,Logistic Regression,43,In-domain Test,1,2413,0.14887502720024492,0.12888520513883134
Label Noise,0% Noise,Logistic Regression,43,In-domain Test,2,2393,0.25066859967231353,0.22983702465524447
Label Noise,0% Noise,Logistic Regression,43,In-domain Test,3,2803,0.35137158961879583,0.31180877631109527
Label Noise,0% Noise,Logistic Regression,43,In-domain Test,4,3803,0.453120646768578,0.3941625032868788
Label Noise,0% Noise,Logistic Regression,43,In-domain Test,5,5210,0.5519732056446588,0.5328214971209213
Label Noise,0% Noise,Logistic Regression,43,In-domain Test,6,7134,0.652435010267233,0.637089991589571
Label Noise,0% Noise,Logistic Regression,43,In-domain Test,7,10200,0.7528020371292151,0.7332352941176471
Label Noise,0% Noise,Logistic Regression,43,In-domain Test,8,8974,0.8452941213348594,0.7934031646980165
Label Noise,0% Noise,Logistic Regression,43,In-domain Test,9,700,0.9115669295617512,0.8785714285714286
Label Noise,0% Noise,Logistic Regression,43,Shifted Test,0,67333,0.024236088661496742,0.01835652651745801
Label Noise,0% Noise,Logistic Regression,43,Shifted Test,1,12628,0.14844342045448214,0.1427779537535635
Label Noise,0% Noise,Logistic Regression,43,Shifted Test,2,12362,0.2504705183028384,0.2565927843391037
Label Noise,0% Noise,Logistic Regression,43,Shifted Test,3,14275,0.3515384918044202,0.3454290718038529
Label Noise,0% Noise,Logistic Regression,43,Shifted Test,4,18613,0.4530356697906692,0.41814860581314134
Label Noise,0% Noise,Logistic Regression,43,Shifted Test,5,24761,0.55162032887073,0.542465974718307
Label Noise,0% Noise,Logistic Regression,43,Shifted Test,6,31303,0.6522400273445167,0.6595853432578347
Label Noise,0% Noise,Logistic Regression,43,Shifted Test,7,43730,0.7524959296662775,0.7490738623370684
Label Noise,0% Noise,Logistic Regression,43,Shifted Test,8,39860,0.8450016564166671,0.8146512794781736
Label Noise,0% Noise,Logistic Regression,43,Shifted Test,9,3235,0.9114536894344288,0.9202472952086553
Label Noise,0% Noise,Logistic Regression,44,In-domain Test,0,13269,0.024241234585248263,0.013263998794181928
Label Noise,0% Noise,Logistic Regression,44,In-domain Test,1,2366,0.14816498133532596,0.12595097210481826
Label Noise,0% Noise,Logistic Regression,44,In-domain Test,2,2353,0.2506687660775588,0.2269443263918402
Label Noise,0% Noise,Logistic Regression,44,In-domain Test,3,2785,0.352322583363343,0.3490125673249551
Label Noise,0% Noise,Logistic Regression,44,In-domain Test,4,3717,0.4536845919856276,0.3960182943233791
Label Noise,0% Noise,Logistic Regression,44,In-domain Test,5,5224,0.5514171166519476,0.5250765696784073
Label Noise,0% Noise,Logistic Regression,44,In-domain Test,6,7017,0.6521701308436351,0.6200655550805187
Label Noise,0% Noise,Logistic Regression,44,In-domain Test,7,10273,0.7536053996720635,0.7266621240144067
Label Noise,0% Noise,Logistic Regression,44,In-domain Test,8,9152,0.8452966015955264,0.7994973776223776
Label Noise,0% Noise,Logistic Regression,44,In-domain Test,9,667,0.9110284051795056,0.8875562218890555
Label Noise,0% Noise,Logistic Regression,44,Shifted Test,0,67747,0.023624626455957233,0.018952868761716386
Label Noise,0% Noise,Logistic Regression,44,Shifted Test,1,12613,0.14830291295724035,0.14730833267263935
Label Noise,0% Noise,Logistic Regression,44,Shifted Test,2,12390,0.2504034985870099,0.25940274414850684
Label Noise,0% Noise,Logistic Regression,44,Shifted Test,3,14134,0.3515961297869564,0.3509268430734399
Label Noise,0% Noise,Logistic Regression,44,Shifted Test,4,18486,0.45293001559735585,0.4197230336470843
Label Noise,0% Noise,Logistic Regression,44,Shifted Test,5,24690,0.551710847535564,0.5420818144997975
Label Noise,0% Noise,Logistic Regression,44,Shifted Test,6,31280,0.6521749752390262,0.6588235294117647
Label Noise,0% Noise,Logistic Regression,44,Shifted Test,7,44155,0.7524249234200604,0.7482278337674103
Label Noise,0% Noise,Logistic Regression,44,Shifted Test,8,39577,0.8450628287052377,0.816585390504586
Label Noise,0% Noise,Logistic Regression,44,Shifted Test,9,3028,0.911027170786612,0.9204095112285336
Label Noise,10% Noise,LightGBM,42,In-domain Test,0,2088,0.08616266445385228,0.0028735632183908046
Label Noise,10% Noise,LightGBM,42,In-domain Test,1,14049,0.13056567612672432,0.015730656986262366
Label Noise,10% Noise,LightGBM,42,In-domain Test,2,4416,0.24551622877639812,0.14968297101449277
Label Noise,10% Noise,LightGBM,42,In-domain Test,3,2979,0.3484481151930715,0.2745887881839543
Label Noise,10% Noise,LightGBM,42,In-domain Test,4,3193,0.45247799736782185,0.39461321641089886
Label Noise,10% Noise,LightGBM,42,In-domain Test,5,4024,0.5535641004503603,0.5173956262425448
Label Noise,10% Noise,LightGBM,42,In-domain Test,6,6194,0.6556043098886667,0.6578947368421053
Label Noise,10% Noise,LightGBM,42,In-domain Test,7,9995,0.7505685246724257,0.7823911955977989
Label Noise,10% Noise,LightGBM,42,In-domain Test,8,9863,0.8440077141974309,0.907938761026057
Label Noise,10% Noise,LightGBM,42,In-domain Test,9,22,0.9094382253560153,1.0
Label Noise,10% Noise,LightGBM,42,Shifted Test,0,10066,0.08682482890816567,0.0010927876018279356
Label Noise,10% Noise,LightGBM,42,Shifted Test,1,71772,0.12984236379508068,0.023755782199186313
Label Noise,10% Noise,LightGBM,42,Shifted Test,2,21543,0.24586448195471114,0.17913011186928468
Label Noise,10% Noise,LightGBM,42,Shifted Test,3,14708,0.34560953228368946,0.2891623606200707
Label Noise,10% Noise,LightGBM,42,Shifted Test,4,14845,0.4508203681228377,0.41192320646682384
Label Noise,10% Noise,LightGBM,42,Shifted Test,5,18567,0.5533668423319195,0.5503850918295902
Label Noise,10% Noise,LightGBM,42,Shifted Test,6,29831,0.654803739156394,0.6706781535986055
Label Noise,10% Noise,LightGBM,42,Shifted Test,7,42868,0.7489008653060463,0.799897359335635
Label Noise,10% Noise,LightGBM,42,Shifted Test,8,43796,0.8441550281398622,0.9282354552927208
Label Noise,10% Noise,LightGBM,42,Shifted Test,9,104,0.909569806777514,0.9423076923076923
Label Noise,10% Noise,LightGBM,43,In-domain Test,0,1883,0.08688828892574561,0.002124269782262347
Label Noise,10% Noise,LightGBM,43,In-domain Test,1,14210,0.12902456454560424,0.016115411681914146
Label Noise,10% Noise,LightGBM,43,In-domain Test,2,4284,0.2459691660139574,0.13655462184873948
Label Noise,10% Noise,LightGBM,43,In-domain Test,3,3189,0.3487723911862719,0.2640326121041079
Label Noise,10% Noise,LightGBM,43,In-domain Test,4,3215,0.4524240886534725,0.40964230171073096
Label Noise,10% Noise,LightGBM,43,In-domain Test,5,4105,0.5524634555690036,0.5157125456760049
Label Noise,10% Noise,LightGBM,43,In-domain Test,6,6104,0.6558685751526884,0.6579292267365662
Label Noise,10% Noise,LightGBM,43,In-domain Test,7,9857,0.749465953521268,0.790402759460282
Label Noise,10% Noise,LightGBM,43,In-domain Test,8,9942,0.8434991412744558,0.903942868638101
Label Noise,10% Noise,LightGBM,43,In-domain Test,9,34,0.907166475758833,0.9411764705882353
Label Noise,10% Noise,LightGBM,43,Shifted Test,0,9318,0.08724209642464331,0.0018244258424554626
Label Noise,10% Noise,LightGBM,43,Shifted Test,1,72292,0.12816825513977115,0.02301776130138881
Label Noise,10% Noise,LightGBM,43,Shifted Test,2,21125,0.24564836120817082,0.17898224852071007
Label Noise,10% Noise,LightGBM,43,Shifted Test,3,15404,0.3476063361034954,0.2851207478576993
Label Noise,10% Noise,LightGBM,43,Shifted Test,4,14866,0.4520686007810604,0.41611731467778823
Label Noise,10% Noise,LightGBM,43,Shifted Test,5,18959,0.5520158091881172,0.5472335038767867
Label Noise,10% Noise,LightGBM,43,Shifted Test,6,29678,0.6549419790367785,0.67406833344565
Label Noise,10% Noise,LightGBM,43,Shifted Test,7,42010,0.7482274937164327,0.7990240418947869
Label Noise,10% Noise,LightGBM,43,Shifted Test,8,44307,0.842905888015131,0.92734782314307
Label Noise,10% Noise,LightGBM,43,Shifted Test,9,141,0.9090774410159875,0.9574468085106383
Label Noise,10% Noise,LightGBM,44,In-domain Test,0,2208,0.08702009837008148,0.0009057971014492754
Label Noise,10% Noise,LightGBM,44,In-domain Test,1,14050,0.12954537427457202,0.018790035587188614
Label Noise,10% Noise,LightGBM,44,In-domain Test,2,4313,0.24729526790932993,0.14143287734755391
Label Noise,10% Noise,LightGBM,44,In-domain Test,3,2825,0.34936683930126966,0.2715044247787611
Label Noise,10% Noise,LightGBM,44,In-domain Test,4,3228,0.4526569662890322,0.40675340768277574
Label Noise,10% Noise,LightGBM,44,In-domain Test,5,3993,0.5518685693493649,0.521412471825695
Label Noise,10% Noise,LightGBM,44,In-domain Test,6,6435,0.6547520606667845,0.6637140637140637
Label Noise,10% Noise,LightGBM,44,In-domain Test,7,9513,0.7491271955526102,0.7735730053610849
Label Noise,10% Noise,LightGBM,44,In-domain Test,8,10139,0.8424102715785622,0.9013709438800671
Label Noise,10% Noise,LightGBM,44,In-domain Test,9,119,0.916184189940701,0.9495798319327731
Label Noise,10% Noise,LightGBM,44,Shifted Test,0,9697,0.08810439045442353,0.0030937403320614623
Label Noise,10% Noise,LightGBM,44,Shifted Test,1,72609,0.12960225722313035,0.02455618449503505
Label Noise,10% Noise,LightGBM,44,Shifted Test,2,21759,0.2462053224886103,0.18194769980238062
Label Noise,10% Noise,LightGBM,44,Shifted Test,3,14119,0.3480869043341135,0.28953891918691127
Label Noise,10% Noise,LightGBM,44,Shifted Test,4,14626,0.45202079086448466,0.41303158758375497
Label Noise,10% Noise,LightGBM,44,Shifted Test,5,18255,0.5525657002222567,0.5456587236373597
Label Noise,10% Noise,LightGBM,44,Shifted Test,6,31418,0.6545036649448244,0.6707938124641925
Label Noise,10% Noise,LightGBM,44,Shifted Test,7,40632,0.7481036223053087,0.8026432368576492
Label Noise,10% Noise,LightGBM,44,Shifted Test,8,44593,0.8424438044598912,0.9257506783575897
Label Noise,10% Noise,LightGBM,44,Shifted Test,9,392,0.9160789310628054,0.9642857142857143
Label Noise,10% Noise,Logistic Regression,42,In-domain Test,0,4049,0.06935768086365687,0.0032106693010619906
Label Noise,10% Noise,Logistic Regression,42,In-domain Test,1,8055,0.14734875004551265,0.015021725636250776
Label Noise,10% Noise,Logistic Regression,42,In-domain Test,2,3579,0.2414681029264805,0.1103660240290584
Label Noise,10% Noise,Logistic Regression,42,In-domain Test,3,3245,0.3524409869327016,0.27704160246533127
Label Noise,10% Noise,Logistic Regression,42,In-domain Test,4,4769,0.4543603534692487,0.3780666806458377
Label Noise,10% Noise,Logistic Regression,42,In-domain Test,5,7786,0.5536009308889474,0.5177241202157719
Label Noise,10% Noise,Logistic Regression,42,In-domain Test,6,11574,0.6534459675421302,0.6807499567997235
Label Noise,10% Noise,Logistic Regression,42,In-domain Test,7,11846,0.7452816855468682,0.7692047948674658
Label Noise,10% Noise,Logistic Regression,42,In-domain Test,8,1920,0.8200675762879351,0.8682291666666667
Label Noise,10% Noise,Logistic Regression,42,In-domain Test,9,0,,
Label Noise,10% Noise,Logistic Regression,42,Shifted Test,0,21559,0.06816629655523554,0.0052878148337121384
Label Noise,10% Noise,Logistic Regression,42,Shifted Test,1,40650,0.14752466223483301,0.023173431734317344
Label Noise,10% Noise,Logistic Regression,42,Shifted Test,2,18665,0.2419271026623974,0.12193945888025716
Label Noise,10% Noise,Logistic Regression,42,Shifted Test,3,16214,0.3526379952021793,0.2947452818551869
Label Noise,10% Noise,Logistic Regression,42,Shifted Test,4,23572,0.45386275473078747,0.39894790429322924
Label Noise,10% Noise,Logistic Regression,42,Shifted Test,5,36173,0.5529494468386672,0.5473695850496226
Label Noise,10% Noise,Logistic Regression,42,Shifted Test,6,51112,0.6529263599874418,0.699581311629363
Label Noise,10% Noise,Logistic Regression,42,Shifted Test,7,51660,0.7455549095842758,0.7823654665118079
Label Noise,10% Noise,Logistic Regression,42,Shifted Test,8,8494,0.8206319953445437,0.9088768542500588
Label Noise,10% Noise,Logistic Regression,42,Shifted Test,9,1,0.9009043574333191,1.0
Label Noise,10% Noise,Logistic Regression,43,In-domain Test,0,4003,0.07093208243076038,0.0034973769672745443
Label Noise,10% Noise,Logistic Regression,43,In-domain Test,1,8233,0.14613198319269707,0.01445402647880481
Label Noise,10% Noise,Logistic Regression,43,In-domain Test,2,3456,0.24253647608027137,0.1015625
Label Noise,10% Noise,Logistic Regression,43,In-domain Test,3,3240,0.3527837325301435,0.26450617283950617
Label Noise,10% Noise,Logistic Regression,43,In-domain Test,4,4661,0.4542939151415265,0.3784595580347565
Label Noise,10% Noise,Logistic Regression,43,In-domain Test,5,7833,0.553416043782499,0.536703689518703
Label Noise,10% Noise,Logistic Regression,43,In-domain Test,6,11826,0.6532155464097931,0.6776593945543717
Label Noise,10% Noise,Logistic Regression,43,In-domain Test,7,11725,0.745203980992852,0.7660554371002132
Label Noise,10% Noise,Logistic Regression,43,In-domain Test,8,1846,0.820463295101732,0.8748645720476707
Label Noise,10% Noise,Logistic Regression,43,In-domain Test,9,0,,
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,0,20679,0.06988977403300936,0.004884182020407177
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,1,41965,0.1463613958659806,0.022542595019659238
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,2,17981,0.24244292814562804,0.12552138368277627
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,3,16258,0.35239483585091064,0.29413211957190305
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,4,23705,0.4535978934981606,0.40067496308795614
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,5,36569,0.5527527336967487,0.5458721868249063
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,6,51286,0.6528267634445841,0.69993760480443
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,7,51372,0.7452795302165702,0.7833060811336915
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,8,8284,0.8207074626164986,0.9084983099951714
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,9,1,0.9008275866508484,1.0
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,0,4074,0.07078299733408246,0.0039273441335297005
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,1,8211,0.14646235539204397,0.016441359152356595
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,2,3469,0.24209776591175605,0.09714615162871144
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,3,3118,0.35311631250450287,0.2870429762668377
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,4,4606,0.4538699469965435,0.3821102909248806
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,5,7892,0.5531106989016946,0.5267359351241764
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,6,11515,0.6535943223660892,0.6669561441597915
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,7,12084,0.7454295835967334,0.7713505461767627
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,8,1854,0.8197403301313085,0.8732470334412082
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,9,0,,
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,0,21488,0.06938434917196647,0.005537974683544304
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,1,41537,0.14660690991773384,0.02395454654886005
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,2,18205,0.24175203695905564,0.12705300741554518
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,3,16044,0.35246129105310137,0.3007978060334081
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,4,23278,0.45358998733591466,0.3997336540939943
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,5,36190,0.5526877539119657,0.5463940315004144
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,6,51211,0.6530886568698356,0.6974868680556912
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,7,51625,0.7455285490107594,0.7823728813559322
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,8,8522,0.8204354598709072,0.9116404599859188
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,9,0,,
Label Noise,20% Noise,LightGBM,42,In-domain Test,0,6,0.0855933924516042,0.0
Label Noise,20% Noise,LightGBM,42,In-domain Test,1,2267,0.1809838147259621,0.0035288928098809
Label Noise,20% Noise,LightGBM,42,In-domain Test,2,14900,0.23668610264190892,0.025503355704697986
Label Noise,20% Noise,LightGBM,42,In-domain Test,3,5361,0.3453613766047786,0.19306099608282037
Label Noise,20% Noise,LightGBM,42,In-domain Test,4,4190,0.44969756308774106,0.3739856801909308
Label Noise,20% Noise,LightGBM,42,In-domain Test,5,5558,0.5535927438487163,0.5415617128463476
Label Noise,20% Noise,LightGBM,42,In-domain Test,6,11099,0.6559818990435275,0.7252905667177223
Label Noise,20% Noise,LightGBM,42,In-domain Test,7,13205,0.7477514723853964,0.8820143884892087
Label Noise,20% Noise,LightGBM,42,In-domain Test,8,237,0.8150980309092043,0.9409282700421941
Label Noise,20% Noise,LightGBM,42,In-domain Test,9,0,,
Label Noise,20% Noise,LightGBM,42,Shifted Test,0,36,0.08760665605465572,0.027777777777777776
Label Noise,20% Noise,LightGBM,42,Shifted Test,1,11559,0.18269090088815443,0.004844709749978372
Label Noise,20% Noise,LightGBM,42,Shifted Test,2,75576,0.23595029191862557,0.0352625172012279
Label Noise,20% Noise,LightGBM,42,Shifted Test,3,26189,0.34544087610542806,0.2165031119935851
Label Noise,20% Noise,LightGBM,42,Shifted Test,4,19496,0.4500576315931502,0.3926959376282314
Label Noise,20% Noise,LightGBM,42,Shifted Test,5,26032,0.5545051828159572,0.5693761524277812
Label Noise,20% Noise,LightGBM,42,Shifted Test,6,50793,0.6545990959478444,0.7372866339849979
Label Noise,20% Noise,LightGBM,42,Shifted Test,7,57487,0.7483584282480632,0.9047262859429088
Label Noise,20% Noise,LightGBM,42,Shifted Test,8,931,0.8123924613127007,0.9452201933404941
Label Noise,20% Noise,LightGBM,42,Shifted Test,9,1,0.9020608067512512,1.0
Label Noise,20% Noise,LightGBM,43,In-domain Test,0,19,0.08930136028089021,0.0
Label Noise,20% Noise,LightGBM,43,In-domain Test,1,2278,0.18011605554473725,0.004828797190517998
Label Noise,20% Noise,LightGBM,43,In-domain Test,2,14955,0.23514506231180127,0.02380474757606152
Label Noise,20% Noise,LightGBM,43,In-domain Test,3,5375,0.3468791842571525,0.19144186046511627
Label Noise,20% Noise,LightGBM,43,In-domain Test,4,4211,0.45257870901426434,0.385419140346711
Label Noise,20% Noise,LightGBM,43,In-domain Test,5,5689,0.5531019495941252,0.5463174547372122
Label Noise,20% Noise,LightGBM,43,In-domain Test,6,10652,0.6550655292191095,0.7262485918137439
Label Noise,20% Noise,LightGBM,43,In-domain Test,7,13258,0.749747724473917,0.8817317845828934
Label Noise,20% Noise,LightGBM,43,In-domain Test,8,386,0.810196085297382,0.9507772020725389
Label Noise,20% Noise,LightGBM,43,In-domain Test,9,0,,
Label Noise,20% Noise,LightGBM,43,Shifted Test,0,62,0.09169146899254091,0.0
Label Noise,20% Noise,LightGBM,43,Shifted Test,1,10561,0.18240129291988685,0.0035034561121105954
Label Noise,20% Noise,LightGBM,43,Shifted Test,2,77356,0.23418563031008044,0.03560163400382647
Label Noise,20% Noise,LightGBM,43,Shifted Test,3,25821,0.3466814629097893,0.2232291545641145
Label Noise,20% Noise,LightGBM,43,Shifted Test,4,19213,0.4511475981953974,0.39030864518815384
Label Noise,20% Noise,LightGBM,43,Shifted Test,5,27112,0.5545236450969276,0.5736574210681618
Label Noise,20% Noise,LightGBM,43,Shifted Test,6,48032,0.6536547539248159,0.7374458694203864
Label Noise,20% Noise,LightGBM,43,Shifted Test,7,58470,0.7496842936397475,0.902753548828459
Label Noise,20% Noise,LightGBM,43,Shifted Test,8,1473,0.8100502363937855,0.9490835030549898
Label Noise,20% Noise,LightGBM,43,Shifted Test,9,0,,
Label Noise,20% Noise,LightGBM,44,In-domain Test,0,11,0.0830423269759525,0.0
Label Noise,20% Noise,LightGBM,44,In-domain Test,1,1905,0.1792642899776694,0.003674540682414698
Label Noise,20% Noise,LightGBM,44,In-domain Test,2,15396,0.23466530103680686,0.025136399064692127
Label Noise,20% Noise,LightGBM,44,In-domain Test,3,4969,0.3430720678060005,0.18655665123767357
Label Noise,20% Noise,LightGBM,44,In-domain Test,4,4407,0.4514484747564655,0.382573179033356
Label Noise,20% Noise,LightGBM,44,In-domain Test,5,5619,0.5535297101556799,0.5460046271578572
Label Noise,20% Noise,LightGBM,44,In-domain Test,6,11328,0.6546422922247126,0.7264300847457628
Label Noise,20% Noise,LightGBM,44,In-domain Test,7,12784,0.7502483134723277,0.8789111389236546
Label Noise,20% Noise,LightGBM,44,In-domain Test,8,403,0.8155649020417453,0.9404466501240695
Label Noise,20% Noise,LightGBM,44,In-domain Test,9,1,0.9058347344398499,1.0
Label Noise,20% Noise,LightGBM,44,Shifted Test,0,55,0.09096395156600258,0.03636363636363636
Label Noise,20% Noise,LightGBM,44,Shifted Test,1,9051,0.18032230323861942,0.008065407137332892
Label Noise,20% Noise,LightGBM,44,Shifted Test,2,79311,0.23523571258030232,0.03531666477537794
Label Noise,20% Noise,LightGBM,44,Shifted Test,3,24405,0.3437910854718744,0.22392952263880353
Label Noise,20% Noise,LightGBM,44,Shifted Test,4,20334,0.45090349566283405,0.38516769941969115
Label Noise,20% Noise,LightGBM,44,Shifted Test,5,25762,0.5552621030023626,0.5694433661982765
Label Noise,20% Noise,LightGBM,44,Shifted Test,6,51636,0.653096171502722,0.7372182198466186
Label Noise,20% Noise,LightGBM,44,Shifted Test,7,56158,0.75034699108132,0.907653406460344
Label Noise,20% Noise,LightGBM,44,Shifted Test,8,1388,0.8144395676487117,0.9567723342939481
Label Noise,20% Noise,LightGBM,44,Shifted Test,9,0,,
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,0,48,0.0896007944829762,0.0
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,1,3544,0.16839147424304324,0.0039503386004514675
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,2,9300,0.2482781646568929,0.02
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,3,4289,0.34681642283423847,0.1627418978782933
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,4,5867,0.45546248460193905,0.3608317709221067
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,5,12002,0.5547849122404437,0.5451591401433095
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,6,17138,0.6491954388988799,0.7314155677441941
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,7,4635,0.7234260029005772,0.8256742179072276
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,8,0,,
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,9,0,,
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,0,330,0.08880866246693062,0.00909090909090909
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,1,18525,0.1674860474057043,0.0065317139001349524
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,2,47662,0.24810789671731723,0.02660400318912341
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,3,21701,0.3465712784149752,0.17690429012487904
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,4,29446,0.4550704168032946,0.38028934320450997
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,5,55229,0.5541139710806184,0.5725615165945427
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,6,74878,0.6492192107999919,0.7442105825476107
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,7,20328,0.7238002317814272,0.8575855962219598
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,8,1,0.8191096782684326,1.0
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,9,0,,
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,0,45,0.08772190113862356,0.0
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,1,3730,0.16929396505769712,0.0037533512064343165
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,2,9170,0.2462934354366887,0.018102508178844057
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,3,4196,0.34726998930152425,0.16253574833174453
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,4,5918,0.4549933571284105,0.34673876309564045
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,5,12100,0.5548074728595324,0.5626446280991736
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,6,16907,0.6489629450509682,0.7268586975808836
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,7,4757,0.724420019012553,0.8217363884801345
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,8,0,,
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,9,0,,
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,0,262,0.08958327693452361,0.003816793893129771
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,1,19258,0.16885627850059137,0.0058157648769342615
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,2,47034,0.24661379431352154,0.026151294808011226
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,3,21377,0.34735222515134395,0.17916452261776675
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,4,30092,0.45513279457945116,0.3784394523461385
