Experiment,Condition,Noise Rate,Missingness Type,Missing Rate,Feature Group Blanked,Model,Random Seed,Test Set,AUROC,AUPRC,Brier Score
Missingness,MAR_Female,0.0,MAR_Female,0.0,None,Logistic Regression,44,Shifted Test,0.6253402347894006,0.18269998131507165,0.22974091317089393
Missingness,MAR_Female,0.0,MAR_Female,0.0,None,LightGBM,44,In-domain Test,0.6747521314342932,0.23344809355999527,0.2145486939088135
Missingness,MAR_Female,0.0,MAR_Female,0.0,None,LightGBM,44,Shifted Test,0.6630158896699658,0.20913814931697866,0.21518672185248008
Missingness,MAR_Female,0.0,MAR_Female,0.1,None,Logistic Regression,44,In-domain Test,0.6303926831572796,0.20384636661442684,0.2291943312784549
Missingness,MAR_Female,0.0,MAR_Female,0.1,None,Logistic Regression,44,Shifted Test,0.6261066228330943,0.1833051963475521,0.22859339186001496
Missingness,MAR_Female,0.0,MAR_Female,0.1,None,LightGBM,44,In-domain Test,0.67481268988397,0.2320780313137046,0.21432922634497928
Missingness,MAR_Female,0.0,MAR_Female,0.1,None,LightGBM,44,Shifted Test,0.6601296354585622,0.20081591516193326,0.21726374972582027
Missingness,MAR_Female,0.0,MAR_Female,0.2,None,Logistic Regression,44,In-domain Test,0.6305310270641086,0.2044258210520841,0.22961821851491993
Missingness,MAR_Female,0.0,MAR_Female,0.2,None,Logistic Regression,44,Shifted Test,0.6256650229077045,0.1832570878420211,0.22818680427315058
Missingness,MAR_Female,0.0,MAR_Female,0.2,None,LightGBM,44,In-domain Test,0.6729976159069292,0.22807900458312824,0.21500593479220856
Missingness,MAR_Female,0.0,MAR_Female,0.2,None,LightGBM,44,Shifted Test,0.6592462024504832,0.20120795024434457,0.2132515769835086
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,Logistic Regression,44,In-domain Test,0.6306131792557462,0.20418943630683267,0.228598171559372
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,Logistic Regression,44,Shifted Test,0.6253402347894006,0.18269998131507165,0.22974091317089393
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,LightGBM,44,In-domain Test,0.6747521314342932,0.23344809355999527,0.2145486939088135
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,LightGBM,44,Shifted Test,0.6630158896699658,0.20913814931697866,0.21518672185248008
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,Logistic Regression,44,In-domain Test,0.6310051776514753,0.2038772129328883,0.22933951781222073
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,Logistic Regression,44,Shifted Test,0.6261924247193369,0.18290209742710556,0.2285733424815346
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,LightGBM,44,In-domain Test,0.6736330477536966,0.2266714988034299,0.2142276799411519
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,LightGBM,44,Shifted Test,0.6656728336772404,0.20728432935523006,0.2167188787361815
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,Logistic Regression,44,In-domain Test,0.631705966557244,0.2051797446671591,0.2303675074467098
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,Logistic Regression,44,Shifted Test,0.6249636857505916,0.1818064503036814,0.229353257867277
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,LightGBM,44,In-domain Test,0.6751762565194506,0.2319963742425284,0.21441558912739325
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,LightGBM,44,Shifted Test,0.6644253255458794,0.20273619983768099,0.21649119408900896
Feature Shift,Diagnoses,0.0,None,0.0,Diagnoses,Logistic Regression,44,In-domain Test,0.6400404791488189,0.20568248577547432,0.3719600522280485
Feature Shift,Diagnoses,0.0,None,0.0,Diagnoses,Logistic Regression,44,Shifted Test,0.6306828011517971,0.1766448903201703,0.3834994393767099
Feature Shift,Diagnoses,0.0,None,0.0,Diagnoses,LightGBM,44,In-domain Test,0.6735548784077983,0.2366125128905783,0.21237463245314997
