Experiment,Condition,Model,Random Seed,Test Set,ECE,reliability,resolution,uncertainty,mean_pred,prevalence,Brier,constant_baseline_Brier,train_prevalence,share_p_lt_0.1,share_p_gt_0.9,p_sd
Label Noise,0% Noise,Logistic Regression,42,Shifted Test,0.3436889656404765,0.13077125419540442,0.002447586661780286,0.0932746213237839,0.4478034030390903,0.10411443739861377,0.2219855502096852,0.09332399686102151,0.11114121028789863,0.010765373838666863,0.004129184486064003,0.15515023469924927
Label Noise,0% Noise,Logistic Regression,43,In-domain Test,0.3355686879396125,0.12631410417863476,0.0026073419360266616,0.10200049589385426,0.4508616512140728,0.11529296327446033,0.22632099550875345,0.10201381262937234,0.11164375301495418,0.014998598261844687,0.005186431174656574,0.1644110381603241
Label Noise,0% Noise,Logistic Regression,43,Shifted Test,0.3388499491274644,0.12791365393815426,0.0022434684622523356,0.0932746213237839,0.44235061349374977,0.10411443739861377,0.21901900749052577,0.09333131191743436,0.11164375301495418,0.00943813596814629,0.004866538858575431,0.15795977413654327
Label Noise,0% Noise,Logistic Regression,44,In-domain Test,0.34020948880920276,0.12900383290701184,0.0032471018237544046,0.10248151932946344,0.45612814238564037,0.11591865357643759,0.22859817155379403,0.10250046154094353,0.1115663884788045,0.012622720897615708,0.006732117812061711,0.16473589837551117
Label Noise,0% Noise,Logistic Regression,44,Shifted Test,0.3546967327669197,0.13864377353822097,0.0025377279323766065,0.0932746213237839,0.4584151527603607,0.10411443739861377,0.22974091312504183,0.09333015289868547,0.1115663884788045,0.007815956348621146,0.004719067984073145,0.15667669475078583
Label Noise,10% Noise,LightGBM,42,In-domain Test,0.36734651105442706,0.13592959186584694,0.00384601106439156,0.1003566286610174,0.48050885603751614,0.11316234498308907,0.23199996560021413,0.10036071364647352,0.11114121028789863,0.0,0.0,0.08403826504945755
Label Noise,10% Noise,LightGBM,42,Shifted Test,0.3819638320986913,0.1475799747826115,0.0030300666898901863,0.0932746213237839,0.48607826949730504,0.10411443739861377,0.23760070052539928,0.09332399686102151,0.11114121028789863,0.0,0.0,0.08645837008953094
Label Noise,10% Noise,LightGBM,43,In-domain Test,0.36514372540152734,0.13464551893681553,0.0035102295974495145,0.10200049589385426,0.4804366886759877,0.11529296327446033,0.2329977885506951,0.10201381262937234,0.11164375301495418,0.00021026072329688813,0.0,0.08480751514434814
Label Noise,10% Noise,LightGBM,43,Shifted Test,0.3823281371379001,0.14724842433943144,0.0028509927386299906,0.0932746213237839,0.48644257453651385,0.10411443739861377,0.23746333226011146,0.09333131191743436,0.11164375301495418,0.0,0.0,0.07850585132837296
Label Noise,10% Noise,LightGBM,44,In-domain Test,0.36651568518739924,0.13535847842379004,0.003866751474436879,0.10248151932946344,0.4824343387638369,0.11591865357643759,0.23366096174874826,0.10250046154094353,0.1115663884788045,0.0,0.0,0.08650974929332733
Label Noise,10% Noise,LightGBM,44,Shifted Test,0.42123555498824783,0.18346242054468942,0.002362144871863742,0.0932746213237839,0.5252974257488428,0.10411443739861377,0.2748231117952001,0.09333015289868547,0.1115663884788045,0.0,0.0002949417490045716,0.12000998109579086
Label Noise,10% Noise,Logistic Regression,42,In-domain Test,0.36927226887282993,0.1402076181008344,0.0021598562382573036,0.1003566286610174,0.48243461385591896,0.11316234498308907,0.23842168788067147,0.10036071364647352,0.11114121028789863,0.0009160090191657271,0.00042277339346110483,0.1055123433470726
Label Noise,10% Noise,Logistic Regression,42,Shifted Test,0.3835567264645839,0.15108677983727772,0.002539568402238986,0.0932746213237839,0.4876711638631977,0.10411443739861377,0.24201049615698358,0.09332399686102151,0.11114121028789863,0.0001474708745022858,0.0016221796195251437,0.09945192188024521
Label Noise,10% Noise,Logistic Regression,43,In-domain Test,0.3679526895169771,0.14009534071018434,0.002258303968658204,0.10200049589385426,0.48324565279143744,0.11529296327446033,0.24020741741736687,0.10201381262937234,0.11164375301495418,0.00112139052425007,0.0010513036164844407,0.10824792087078094
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,0.38861784652532555,0.15588012332358192,0.0021134338912105273,0.0932746213237839,0.4927322839239392,0.10411443739861377,0.24706171142912162,0.09333131191743436,0.11164375301495418,0.0008848252470137148,0.001474708745022858,0.10448416322469711
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,0.3692935370433903,0.14098841318088004,0.0022309372472110144,0.10248151932946344,0.4852121906198279,0.11591865357643759,0.24130271957652497,0.10250046154094353,0.1115663884788045,0.0015427769985974754,0.0010518934081346423,0.10994827002286911
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,0.40665851126658037,0.16975346912032965,0.003008015264519511,0.0932746213237839,0.5107729486651942,0.10411443739861377,0.2603297086893782,0.09333015289868547,0.1115663884788045,0.0001474708745022858,0.0020645922430320013,0.10573553293943405
Label Noise,20% Noise,LightGBM,42,In-domain Test,0.3781107811145946,0.14347161360445476,0.0028314769027108083,0.1003566286610174,0.4912731260976837,0.11316234498308907,0.24058489305394223,0.10036071364647352,0.11114121028789863,0.0,0.0,0.0579729899764061
Label Noise,20% Noise,LightGBM,42,Shifted Test,0.3914630182429131,0.153984333035519,0.002342899942312626,0.0932746213237839,0.49557745564152683,0.10411443739861377,0.24467912052458016,0.09332399686102151,0.11114121028789863,0.0,0.0,0.061030976474285126
Label Noise,20% Noise,LightGBM,43,In-domain Test,0.37551412870311124,0.141614016740641,0.002421147459427596,0.10200049589385426,0.49080709197757155,0.11529296327446033,0.2409242990586045,0.10201381262937234,0.11164375301495418,0.0,0.0,0.05834558978676796
Label Noise,20% Noise,LightGBM,43,Shifted Test,0.38409330506773753,0.14827989351905393,0.0020892028002031334,0.0932746213237839,0.48820774246635135,0.10411443739861377,0.2392937435170012,0.09333131191743436,0.11164375301495418,0.0,0.0,0.0650777816772461
Label Noise,20% Noise,LightGBM,44,In-domain Test,0.37605116586782156,0.1419440321938023,0.002916929623223174,0.10248151932946344,0.49190781731341365,0.11591865357643759,0.24132950267780137,0.10250046154094353,0.1115663884788045,0.0,0.0,0.06099972128868103
Label Noise,20% Noise,LightGBM,44,Shifted Test,0.47026665166818077,0.22364100010053206,0.001790106140104083,0.0932746213237839,0.5743810890667946,0.10411443739861377,0.31537075460248665,0.09333015289868547,0.1115663884788045,0.0,0.0,0.07932278513908386
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,0.37805463218528107,0.1451656685646525,0.001490129251794001,0.1003566286610174,0.49121697716837015,0.11316234498308907,0.24418872706320696,0.10036071364647352,0.11114121028789863,0.00014092446448703494,7.046223224351747e-05,0.0828886479139328
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,0.39772893054513264,0.16020178274205346,0.001889978938215165,0.0932746213237839,0.5017124741111441,0.10411443739861377,0.2515699666613048,0.09332399686102151,0.11114121028789863,0.0,0.0001474708745022858,0.07730184495449066
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,0.3772451444606019,0.14487124316855685,0.0011998528567122807,0.10200049589385426,0.4925381077350623,0.11529296327446033,0.24579224615159648,0.10201381262937234,0.11164375301495418,7.008690776562938e-05,7.008690776562938e-05,0.08161471039056778
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,0.40548256214429557,0.1667562889469105,0.0015998310716511138,0.0932746213237839,0.5095969995429094,0.10411443739861377,0.2584680175286947,0.09333131191743436,0.11164375301495418,0.0,0.0,0.08003584295511246
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,0.3776014920355436,0.1452484632769549,0.001674881060384347,0.10248151932946344,0.4934182602870389,0.11591865357643759,0.24609904573215,0.10250046154094353,0.1115663884788045,0.00021037868162692848,0.00021037868162692848,0.0861748605966568
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,0.42394976882307145,0.18230790565813476,0.0017572641711724843,0.0932746213237839,0.5280642062216853,0.10411443739861377,0.27365303948479297,0.09333015289868547,0.1115663884788045,0.0,0.0,0.0836663544178009
Label Noise,5% Noise,LightGBM,42,In-domain Test,0.355337030912635,0.12832708006509558,0.004573674802104139,0.1003566286610174,0.4684993758957241,0.11316234498308907,0.22389455494666327,0.10036071364647352,0.11114121028789863,7.046223224351747e-05,0.0,0.10683552920818329
Label Noise,5% Noise,LightGBM,42,Shifted Test,0.3719045506457087,0.1416081659416058,0.0032761209909822316,0.0932746213237839,0.4759368206198686,0.10411443739861377,0.2315727859705728,0.09332399686102151,0.11114121028789863,0.0,0.0004424126235068574,0.10626038908958435
Label Noise,5% Noise,LightGBM,43,In-domain Test,0.3530411251815663,0.12728662195611806,0.00374994452170341,0.10200049589385426,0.46833408845602664,0.11529296327446033,0.22555622219308655,0.10201381262937234,0.11164375301495418,0.00021026072329688813,0.0,0.10874800384044647
Label Noise,5% Noise,LightGBM,43,Shifted Test,0.36453609333231185,0.13548000764865922,0.0033291424438242215,0.0932746213237839,0.4686505307309256,0.10411443739861377,0.22522980548631544,0.09333131191743436,0.11164375301495418,0.0,0.0,0.10275109112262726
Label Noise,5% Noise,LightGBM,44,In-domain Test,0.3547535227802366,0.12844131071233675,0.004347087110413614,0.10248151932946344,0.47067217635667424,0.11591865357643759,0.22648733778089603,0.10250046154094353,0.1115663884788045,7.012622720897616e-05,7.012622720897616e-05,0.11174952983856201
Label Noise,5% Noise,LightGBM,44,Shifted Test,0.36768615242412994,0.13870246618496396,0.003129468051069872,0.0932746213237839,0.4717731869982383,0.10411443739861377,0.22883122637306352,0.09333015289868547,0.1115663884788045,0.0,0.0001474708745022858,0.11044289916753769
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,0.35910926825981676,0.1350543875304905,0.002866131047763236,0.1003566286610174,0.4722716132429058,0.11316234498308907,0.23292215985081338,0.10036071364647352,0.11114121028789863,0.0028889515219842165,0.002043404735062007,0.12631374597549438
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,0.3644057970366028,0.13943357524412026,0.002478675511755482,0.0932746213237839,0.4685202344352166,0.10411443739861377,0.2300099356885975,0.09332399686102151,0.11114121028789863,0.0016221796195251437,0.0022120631175342868,0.12128318846225739
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,0.3572627046554894,0.1348310532755269,0.0024059985388734497,0.10200049589385426,0.47255566792994974,0.11529296327446033,0.23466554798859973,0.10201381262937234,0.11164375301495418,0.00448556209700028,0.0021726941407345106,0.12918239831924438
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,0.3606550034614633,0.1374457408916004,0.0028238606424603927,0.0932746213237839,0.464769440860077,0.10411443739861377,0.22800125252405845,0.09333131191743436,0.11164375301495418,0.00280194661554343,0.0023595339920365727,0.12464887648820877
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,0.3593534855141995,0.13691692998720387,0.0028907488820561038,0.10248151932946344,0.47527213909063715,0.11591865357643759,0.2366212267608608,0.10250046154094353,0.1115663884788045,0.003997194950911641,0.0032258064516129032,0.13282589614391327
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,0.38875780388649156,0.15788859211446438,0.0031619214109735823,0.0932746213237839,0.4928722412851053,0.10411443739861377,0.24884637727301942,0.09333015289868547,0.1115663884788045,0.0017696504940274296,0.0026544757410411446,0.1261063516139984
