Experiment,Condition,Noise Rate,Missingness Type,Missing Rate,Feature Group Blanked,Model,Test Set,mean_AUROC,std_AUROC,mean_AUPRC,std_AUPRC,mean_Brier_Score,std_Brier_Score,n_seeds
Missingness,MCAR,0.0,MCAR,0.1,None,LightGBM,Shifted Test,0.6582788328145583,0.0053206111388602135,0.202066859717183,0.003775444854389948,0.20802008330662922,0.014434042798223412,3
Missingness,MCAR,0.0,MCAR,0.1,None,Logistic Regression,Generalization Gap (Shifted - In-domain),-0.007685461243016019,0.011386846666906912,-0.01632400648276568,0.0060669245032477,-0.004351050560727265,0.0048904611570309954,3
Missingness,MCAR,0.0,MCAR,0.1,None,Logistic Regression,In-domain Test,0.6301803220675379,0.00981825758889472,0.19813294461186434,0.00724567857727651,0.2257943237859097,0.0036993425847850095,3
Missingness,MCAR,0.0,MCAR,0.1,None,Logistic Regression,Shifted Test,0.6224948608245219,0.0015894297769385535,0.18180893812909868,0.0014571755154860055,0.22144327322518242,0.005292944640528284,3
Missingness,MCAR,0.0,MCAR,0.2,None,LightGBM,Generalization Gap (Shifted - In-domain),-0.015873151269965136,0.010365853610435185,-0.021842234565065632,0.01444401224413249,-7.291685989396779e-05,0.004063421837557933,3
Missingness,MCAR,0.0,MCAR,0.2,None,LightGBM,In-domain Test,0.6739703545481568,0.010327045578972445,0.224250542276895,0.011725369318190789,0.21070265194635648,0.002233876468647165,3
Missingness,MCAR,0.0,MCAR,0.2,None,LightGBM,Shifted Test,0.6580972032781917,0.004394949282073824,0.20240830771182938,0.0027186429685962447,0.21062973508646252,0.005126423738939955,3
Missingness,MCAR,0.0,MCAR,0.2,None,Logistic Regression,Generalization Gap (Shifted - In-domain),-0.008621054302418071,0.008957937086070043,-0.016713557121024968,0.005422392955161013,-0.0076780628574527054,0.0034129160257362085,3
Missingness,MCAR,0.0,MCAR,0.2,None,Logistic Regression,In-domain Test,0.6304371942278855,0.009838728038887573,0.1985224433977003,0.007241211292138568,0.22470432289070316,0.0029824840726211986,3
Missingness,MCAR,0.0,MCAR,0.2,None,Logistic Regression,Shifted Test,0.6218161399254674,0.0018111145815302555,0.18180888627667535,0.0025706126586021645,0.21702626003325043,0.006107204134126642,3
